+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                            ;
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                        ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; U0|agent_pipeline_004                                                                                                                                                            ; 147   ; 2              ; 0            ; 2              ; 143    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|agent_pipeline_003|core                                                                                                                                                       ; 120   ; 0              ; 0            ; 0              ; 118    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|agent_pipeline_003                                                                                                                                                            ; 123   ; 3              ; 0            ; 3              ; 118    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|agent_pipeline_002|core                                                                                                                                                       ; 145   ; 0              ; 0            ; 0              ; 143    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|agent_pipeline_002                                                                                                                                                            ; 147   ; 2              ; 0            ; 2              ; 143    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|agent_pipeline_001|core                                                                                                                                                       ; 120   ; 0              ; 0            ; 0              ; 118    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|agent_pipeline_001                                                                                                                                                            ; 123   ; 3              ; 0            ; 3              ; 118    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|agent_pipeline|core                                                                                                                                                           ; 145   ; 0              ; 0            ; 0              ; 143    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|agent_pipeline                                                                                                                                                                ; 147   ; 2              ; 0            ; 2              ; 143    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|limiter_pipeline_001|core                                                                                                                                                     ; 145   ; 0              ; 0            ; 0              ; 143    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|limiter_pipeline_001                                                                                                                                                          ; 147   ; 2              ; 0            ; 2              ; 143    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|limiter_pipeline|core                                                                                                                                                         ; 145   ; 0              ; 0            ; 0              ; 143    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|limiter_pipeline                                                                                                                                                              ; 147   ; 2              ; 0            ; 2              ; 143    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|crosser_009|clock_xer                                                                                                                                                         ; 147   ; 0              ; 0            ; 0              ; 143    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|crosser_009                                                                                                                                                                   ; 149   ; 2              ; 0            ; 2              ; 143    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|crosser_008|clock_xer                                                                                                                                                         ; 147   ; 0              ; 0            ; 0              ; 143    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|crosser_008                                                                                                                                                                   ; 149   ; 2              ; 0            ; 2              ; 143    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|crosser_007|clock_xer                                                                                                                                                         ; 147   ; 0              ; 0            ; 0              ; 143    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|crosser_007                                                                                                                                                                   ; 149   ; 2              ; 0            ; 2              ; 143    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|crosser_006|clock_xer                                                                                                                                                         ; 147   ; 0              ; 0            ; 0              ; 143    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|crosser_006                                                                                                                                                                   ; 149   ; 2              ; 0            ; 2              ; 143    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|crosser_005|clock_xer                                                                                                                                                         ; 147   ; 0              ; 0            ; 0              ; 143    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|crosser_005                                                                                                                                                                   ; 149   ; 2              ; 0            ; 2              ; 143    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|crosser_004|clock_xer                                                                                                                                                         ; 147   ; 0              ; 0            ; 0              ; 143    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|crosser_004                                                                                                                                                                   ; 149   ; 2              ; 0            ; 2              ; 143    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|crosser_003|clock_xer                                                                                                                                                         ; 147   ; 0              ; 0            ; 0              ; 143    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|crosser_003                                                                                                                                                                   ; 149   ; 2              ; 0            ; 2              ; 143    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|crosser_002|clock_xer                                                                                                                                                         ; 147   ; 0              ; 0            ; 0              ; 143    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|crosser_002                                                                                                                                                                   ; 149   ; 2              ; 0            ; 2              ; 143    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|crosser_001|clock_xer                                                                                                                                                         ; 147   ; 0              ; 0            ; 0              ; 143    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|crosser_001                                                                                                                                                                   ; 149   ; 2              ; 0            ; 2              ; 143    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|crosser|clock_xer                                                                                                                                                             ; 147   ; 0              ; 0            ; 0              ; 143    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|crosser                                                                                                                                                                       ; 149   ; 2              ; 0            ; 2              ; 143    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|width_adapter_001|uncompressor                                                                                                                                                ; 53    ; 4              ; 0            ; 4              ; 44     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|width_adapter_001                                                                                                                                                             ; 130   ; 3              ; 0            ; 3              ; 143    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|width_adapter                                                                                                                                                                 ; 148   ; 3              ; 0            ; 3              ; 125    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rsp_xbar_mux_002|arb|adder                                                                                                                                                    ; 8     ; 4              ; 0            ; 4              ; 4      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rsp_xbar_mux_002|arb                                                                                                                                                          ; 6     ; 0              ; 4            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rsp_xbar_mux_002                                                                                                                                                              ; 287   ; 0              ; 0            ; 0              ; 144    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rsp_xbar_mux|arb|adder                                                                                                                                                        ; 100   ; 50             ; 0            ; 50             ; 50     ; 50              ; 50            ; 50              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rsp_xbar_mux|arb                                                                                                                                                              ; 29    ; 0              ; 4            ; 0              ; 25     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rsp_xbar_mux                                                                                                                                                                  ; 3553  ; 0              ; 0            ; 0              ; 167    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rsp_xbar_demux_024                                                                                                                                                            ; 145   ; 1              ; 2            ; 1              ; 143    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rsp_xbar_demux_023                                                                                                                                                            ; 145   ; 1              ; 2            ; 1              ; 143    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rsp_xbar_demux_022                                                                                                                                                            ; 145   ; 1              ; 2            ; 1              ; 143    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rsp_xbar_demux_021                                                                                                                                                            ; 147   ; 9              ; 2            ; 9              ; 427    ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rsp_xbar_demux_020                                                                                                                                                            ; 145   ; 1              ; 2            ; 1              ; 143    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rsp_xbar_demux_019                                                                                                                                                            ; 145   ; 1              ; 2            ; 1              ; 143    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rsp_xbar_demux_018                                                                                                                                                            ; 145   ; 1              ; 2            ; 1              ; 143    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rsp_xbar_demux_017                                                                                                                                                            ; 145   ; 1              ; 2            ; 1              ; 143    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rsp_xbar_demux_016                                                                                                                                                            ; 145   ; 1              ; 2            ; 1              ; 143    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rsp_xbar_demux_015                                                                                                                                                            ; 145   ; 1              ; 2            ; 1              ; 143    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rsp_xbar_demux_014                                                                                                                                                            ; 145   ; 1              ; 2            ; 1              ; 143    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rsp_xbar_demux_013                                                                                                                                                            ; 145   ; 1              ; 2            ; 1              ; 143    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rsp_xbar_demux_012                                                                                                                                                            ; 145   ; 1              ; 2            ; 1              ; 143    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rsp_xbar_demux_011                                                                                                                                                            ; 145   ; 1              ; 2            ; 1              ; 143    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rsp_xbar_demux_010                                                                                                                                                            ; 145   ; 1              ; 2            ; 1              ; 143    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rsp_xbar_demux_009                                                                                                                                                            ; 145   ; 1              ; 2            ; 1              ; 143    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rsp_xbar_demux_008                                                                                                                                                            ; 145   ; 1              ; 2            ; 1              ; 143    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rsp_xbar_demux_007                                                                                                                                                            ; 145   ; 1              ; 2            ; 1              ; 143    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rsp_xbar_demux_006                                                                                                                                                            ; 146   ; 4              ; 2            ; 4              ; 285    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rsp_xbar_demux_005                                                                                                                                                            ; 145   ; 1              ; 2            ; 1              ; 143    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rsp_xbar_demux_004                                                                                                                                                            ; 145   ; 1              ; 2            ; 1              ; 143    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rsp_xbar_demux_003                                                                                                                                                            ; 145   ; 1              ; 2            ; 1              ; 143    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rsp_xbar_demux_002                                                                                                                                                            ; 145   ; 1              ; 2            ; 1              ; 143    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rsp_xbar_demux_001                                                                                                                                                            ; 145   ; 1              ; 2            ; 1              ; 143    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rsp_xbar_demux                                                                                                                                                                ; 145   ; 1              ; 2            ; 1              ; 143    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|cmd_xbar_mux_021|arb|adder                                                                                                                                                    ; 12    ; 3              ; 0            ; 3              ; 6      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|cmd_xbar_mux_021|arb                                                                                                                                                          ; 7     ; 0              ; 1            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|cmd_xbar_mux_021                                                                                                                                                              ; 429   ; 0              ; 0            ; 0              ; 145    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|cmd_xbar_mux_006|arb|adder                                                                                                                                                    ; 8     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|cmd_xbar_mux_006|arb                                                                                                                                                          ; 6     ; 0              ; 1            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|cmd_xbar_mux_006                                                                                                                                                              ; 287   ; 0              ; 0            ; 0              ; 144    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|cmd_xbar_demux_002                                                                                                                                                            ; 146   ; 4              ; 2            ; 4              ; 285    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|cmd_xbar_demux_001                                                                                                                                                            ; 145   ; 1              ; 2            ; 1              ; 143    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|cmd_xbar_demux                                                                                                                                                                ; 169   ; 625            ; 2            ; 625            ; 3551   ; 625             ; 625           ; 625             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rst_controller_004|alt_rst_sync_uq1                                                                                                                                           ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rst_controller_004                                                                                                                                                            ; 17    ; 15             ; 0            ; 15             ; 1      ; 15              ; 15            ; 15              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rst_controller_003|alt_rst_sync_uq1                                                                                                                                           ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rst_controller_003                                                                                                                                                            ; 17    ; 15             ; 0            ; 15             ; 1      ; 15              ; 15            ; 15              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rst_controller_002|alt_rst_sync_uq1                                                                                                                                           ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rst_controller_002                                                                                                                                                            ; 17    ; 15             ; 0            ; 15             ; 1      ; 15              ; 15            ; 15              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rst_controller_001|alt_rst_sync_uq1                                                                                                                                           ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rst_controller_001                                                                                                                                                            ; 17    ; 14             ; 0            ; 14             ; 1      ; 14              ; 14            ; 14              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rst_controller|alt_rst_sync_uq1                                                                                                                                               ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|rst_controller                                                                                                                                                                ; 17    ; 15             ; 0            ; 15             ; 1      ; 15              ; 15            ; 15              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|burst_adapter|altera_merlin_burst_adapter_full.the_ba|the_min|dc_sub|subtract                                                                                                 ; 19    ; 1              ; 0            ; 1              ; 9      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|burst_adapter|altera_merlin_burst_adapter_full.the_ba|the_min|dc_sub                                                                                                          ; 18    ; 7              ; 0            ; 7              ; 9      ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|burst_adapter|altera_merlin_burst_adapter_full.the_ba|the_min|db_sub|subtract                                                                                                 ; 19    ; 1              ; 0            ; 1              ; 9      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|burst_adapter|altera_merlin_burst_adapter_full.the_ba|the_min|db_sub                                                                                                          ; 18    ; 2              ; 0            ; 2              ; 9      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|burst_adapter|altera_merlin_burst_adapter_full.the_ba|the_min|da_sub|subtract                                                                                                 ; 19    ; 1              ; 0            ; 1              ; 9      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|burst_adapter|altera_merlin_burst_adapter_full.the_ba|the_min|da_sub                                                                                                          ; 18    ; 2              ; 0            ; 2              ; 9      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|burst_adapter|altera_merlin_burst_adapter_full.the_ba|the_min|bc_sub|subtract                                                                                                 ; 19    ; 1              ; 0            ; 1              ; 9      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|burst_adapter|altera_merlin_burst_adapter_full.the_ba|the_min|bc_sub                                                                                                          ; 18    ; 7              ; 0            ; 7              ; 9      ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|burst_adapter|altera_merlin_burst_adapter_full.the_ba|the_min|ac_sub|subtract                                                                                                 ; 19    ; 1              ; 0            ; 1              ; 9      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|burst_adapter|altera_merlin_burst_adapter_full.the_ba|the_min|ac_sub                                                                                                          ; 18    ; 7              ; 0            ; 7              ; 9      ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|burst_adapter|altera_merlin_burst_adapter_full.the_ba|the_min|ab_sub|subtract                                                                                                 ; 19    ; 1              ; 0            ; 1              ; 9      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|burst_adapter|altera_merlin_burst_adapter_full.the_ba|the_min|ab_sub                                                                                                          ; 18    ; 2              ; 0            ; 2              ; 9      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|burst_adapter|altera_merlin_burst_adapter_full.the_ba|the_min                                                                                                                 ; 30    ; 0              ; 2            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|burst_adapter|altera_merlin_burst_adapter_full.the_ba|the_burstwrap_increment                                                                                                 ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|burst_adapter|altera_merlin_burst_adapter_full.the_ba|align_address_to_size                                                                                                   ; 40    ; 5              ; 0            ; 5              ; 33     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|burst_adapter|altera_merlin_burst_adapter_full.the_ba                                                                                                                         ; 127   ; 0              ; 2            ; 0              ; 125    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|burst_adapter                                                                                                                                                                 ; 127   ; 0              ; 0            ; 0              ; 125    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|limiter                                                                                                                                                                       ; 288   ; 0              ; 0            ; 0              ; 286    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|id_router_024|the_default_decode                                                                                                                                              ; 0     ; 30             ; 0            ; 30             ; 30     ; 30              ; 30            ; 30              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|id_router_024                                                                                                                                                                 ; 120   ; 0              ; 2            ; 0              ; 143    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|id_router_023|the_default_decode                                                                                                                                              ; 0     ; 30             ; 0            ; 30             ; 30     ; 30              ; 30            ; 30              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|id_router_023                                                                                                                                                                 ; 120   ; 0              ; 2            ; 0              ; 143    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|id_router_022|the_default_decode                                                                                                                                              ; 0     ; 30             ; 0            ; 30             ; 30     ; 30              ; 30            ; 30              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|id_router_022                                                                                                                                                                 ; 120   ; 0              ; 2            ; 0              ; 143    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|id_router_021|the_default_decode                                                                                                                                              ; 0     ; 30             ; 0            ; 30             ; 30     ; 30              ; 30            ; 30              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|id_router_021                                                                                                                                                                 ; 102   ; 0              ; 2            ; 0              ; 125    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|id_router_020|the_default_decode                                                                                                                                              ; 0     ; 30             ; 0            ; 30             ; 30     ; 30              ; 30            ; 30              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|id_router_020                                                                                                                                                                 ; 120   ; 0              ; 2            ; 0              ; 143    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|id_router_019|the_default_decode                                                                                                                                              ; 0     ; 30             ; 0            ; 30             ; 30     ; 30              ; 30            ; 30              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|id_router_019                                                                                                                                                                 ; 120   ; 0              ; 2            ; 0              ; 143    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|id_router_018|the_default_decode                                                                                                                                              ; 0     ; 30             ; 0            ; 30             ; 30     ; 30              ; 30            ; 30              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|id_router_018                                                                                                                                                                 ; 120   ; 0              ; 2            ; 0              ; 143    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|id_router_017|the_default_decode                                                                                                                                              ; 0     ; 30             ; 0            ; 30             ; 30     ; 30              ; 30            ; 30              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|id_router_017                                                                                                                                                                 ; 120   ; 0              ; 2            ; 0              ; 143    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
